date,campaign_id,ad_group_id,impressions,clicks,conversions,spend
2025-11-20,C056,C056_AG2,1651,107,20,1048.91
2025-11-21,C056,C056_AG2,1401,72,10,822.28
2025-11-22,C056,C056_AG2,1205,87,19,730.25
2025-11-23,C056,C056_AG2,1216,40,8,423.97
2025-11-24,C056,C056_AG2,433,26,2,518.56
2025-11-25,C056,C056_AG2,454,21,3,190.45
2025-11-26,C056,C056_AG2,1165,87,4,1393.43
2025-11-27,C056,C056_AG2,1126,30,7,486.51
2025-11-28,C056,C056_AG2,1537,47,6,453.74
2025-11-29,C056,C056_AG2,1484,51,5,507.59
2025-11-30,C056,C056_AG2,1518,101,13,514.3
2025-12-01,C056,C056_AG2,1337,97,9,967.04
2025-12-02,C056,C056_AG2,1556,94,14,1129.71
2025-12-03,C056,C056_AG2,1514,91,18,460.26
2025-12-04,C056,C056_AG2,1266,39,7,410.85
2025-12-05,C056,C056_AG2,1216,36,1,328.0
2025-12-06,C056,C056_AG2,1524,102,8,674.79
2025-12-07,C056,C056_AG2,1384,98,18,1396.79
2025-12-08,C056,C056_AG2,1391,62,9,736.22
2025-12-09,C056,C056_AG2,1408,30,6,439.89
2025-12-10,C056,C056_AG2,1152,62,15,579.58
2025-12-11,C056,C056_AG2,1541,93,13,1851.91
2025-12-12,C056,C056_AG2,1589,118,24,959.43
2025-12-13,C056,C056_AG2,1137,83,13,1195.95
2025-12-14,C056,C056_AG2,1648,34,1,334.8
2025-12-15,C056,C056_AG2,1263,57,13,1061.9
2025-12-16,C056,C056_AG2,1590,109,15,1631.41
2025-12-17,C056,C056_AG2,1455,68,6,669.54
2025-12-18,C056,C056_AG2,1208,72,12,637.46
2025-12-19,C056,C056_AG2,1281,97,15,995.91
2025-12-20,C056,C056_AG2,1174,89,4,1503.05
2025-12-21,C056,C056_AG2,1571,45,7,689.9
2025-12-22,C056,C056_AG2,1496,112,21,1208.37
2025-12-23,C056,C056_AG2,1127,30,3,165.4
2025-12-24,C056,C056_AG2,1169,62,8,1142.59
2025-12-25,C056,C056_AG2,1408,104,24,679.2
2025-12-26,C056,C056_AG2,1226,59,6,706.21
2025-12-27,C056,C056_AG2,1392,59,3,1083.23
2025-12-28,C056,C056_AG2,1513,62,7,1105.91
2025-12-29,C056,C056_AG2,1336,37,5,669.63
2025-12-30,C056,C056_AG2,1485,87,11,790.46
2025-12-31,C056,C056_AG2,1380,69,6,1077.96
2026-01-01,C056,C056_AG2,1444,67,15,384.15
2026-01-02,C056,C056_AG2,1554,81,19,1117.51
2026-01-03,C056,C056_AG2,1355,103,6,1658.13
2026-01-04,C056,C056_AG2,1264,76,12,1059.93
2026-01-05,C056,C056_AG2,1389,31,2,265.89
2026-01-06,C056,C056_AG2,1449,85,12,705.13
2026-01-07,C056,C056_AG2,1620,45,8,549.14
2026-01-08,C056,C056_AG2,1202,41,2,601.94
2026-01-09,C056,C056_AG2,1487,66,11,1005.11
2026-01-10,C056,C056_AG2,1136,72,12,1014.22
2026-01-11,C056,C056_AG2,1319,78,4,804.67
2026-01-12,C056,C056_AG2,1153,51,6,815.58
2026-01-13,C056,C056_AG2,1185,58,3,860.66
2026-01-14,C056,C056_AG2,410,18,1,308.28
2026-01-15,C056,C056_AG2,1143,66,6,919.87
2026-01-16,C056,C056_AG2,1484,116,10,1472.35
2026-01-17,C056,C056_AG2,1611,126,11,669.76
2026-01-18,C056,C056_AG2,1660,122,21,1059.25
2026-01-19,C056,C056_AG2,1303,64,14,1122.45
2026-01-20,C056,C056_AG2,1195,73,10,1113.29
2026-01-21,C056,C056_AG2,1585,63,13,377.6
2026-01-22,C056,C056_AG2,1565,120,25,1831.74
2026-01-23,C056,C056_AG2,1170,57,3,1037.3
2026-01-24,C056,C056_AG2,1639,82,14,573.32
2026-01-25,C056,C056_AG2,1397,83,17,920.68
2026-01-26,C056,C056_AG2,1579,70,3,1145.77
2026-01-27,C056,C056_AG2,1345,64,9,508.7
2026-01-28,C056,C056_AG2,1440,77,5,1109.23
2026-01-29,C056,C056_AG2,1570,45,2,272.75
2026-01-30,C056,C056_AG2,1141,48,9,557.3
2026-01-31,C056,C056_AG2,1250,99,16,1708.78
2026-02-01,C056,C056_AG2,1424,87,15,1468.45
2026-02-02,C056,C056_AG2,1594,114,6,731.05
2026-02-03,C056,C056_AG2,1442,63,15,599.17
2026-02-04,C056,C056_AG2,1310,99,16,1710.49
2026-02-05,C056,C056_AG2,1607,104,7,1236.02
2026-02-06,C056,C056_AG2,1637,125,26,2383.66
2026-02-07,C056,C056_AG2,1238,28,4,508.15
2025-10-11,C056,C056_AG3,2369,66,7,1133.09
2025-10-12,C056,C056_AG3,2350,53,8,544.17
2025-10-13,C056,C056_AG3,2234,77,18,1143.12
2025-10-14,C056,C056_AG3,2024,79,17,545.28
2025-10-15,C056,C056_AG3,1723,48,9,531.15
2025-10-16,C056,C056_AG3,2072,104,10,1381.33
2025-10-17,C056,C056_AG3,1818,105,25,1319.02
2025-10-18,C056,C056_AG3,2040,96,13,1258.44
2025-10-19,C056,C056_AG3,2299,111,7,1039.22
2025-10-20,C056,C056_AG3,1597,121,12,1664.8
2025-10-21,C056,C056_AG3,1789,46,2,342.76
2025-10-22,C056,C056_AG3,2012,125,29,727.45
2025-10-23,C056,C056_AG3,2141,151,12,891.67
2025-10-24,C056,C056_AG3,2000,98,20,746.74
2025-10-25,C056,C056_AG3,1664,74,13,1059.74
2025-10-26,C056,C056_AG3,2146,85,17,1177.77
2025-10-27,C056,C056_AG3,526,17,0,264.89
2025-10-28,C056,C056_AG3,1644,36,6,604.48
2025-10-29,C056,C056_AG3,1978,49,3,962.76
2025-10-30,C056,C056_AG3,2160,135,31,2155.67
2025-10-31,C056,C056_AG3,1805,42,3,378.15
2025-11-01,C056,C056_AG3,2363,96,7,1862.71
2025-11-02,C056,C056_AG3,1780,55,3,904.79
2025-11-03,C056,C056_AG3,1644,73,11,459.84
2025-11-04,C056,C056_AG3,1878,87,21,482.95
2025-11-05,C056,C056_AG3,1770,103,22,1590.59
2025-11-06,C056,C056_AG3,2054,115,5,1246.13
2025-11-07,C056,C056_AG3,1608,115,10,863.5
2025-11-08,C056,C056_AG3,1651,57,11,679.87
2025-11-09,C056,C056_AG3,2078,111,6,1787.68
2025-11-10,C056,C056_AG3,1836,139,26,2216.42
2025-11-11,C056,C056_AG3,1629,67,10,1203.24
2025-11-12,C056,C056_AG3,586,44,10,499.07
2025-11-13,C056,C056_AG3,1692,63,6,882.77
2025-11-14,C056,C056_AG3,2320,130,8,1384.63
2025-11-15,C056,C056_AG3,2157,126,21,2190.23
2025-11-16,C056,C056_AG3,2239,157,9,2060.92
2025-11-17,C056,C056_AG3,2268,49,12,261.61
2025-11-18,C056,C056_AG3,2079,137,17,2415.86
2025-11-19,C056,C056_AG3,2236,72,8,488.5
2025-11-20,C056,C056_AG3,1870,77,12,741.81
2025-11-21,C056,C056_AG3,1728,121,15,1617.4
2025-11-22,C056,C056_AG3,1892,72,4,1413.34
2025-11-23,C056,C056_AG3,1969,133,16,1621.75
2025-11-24,C056,C056_AG3,1738,96,20,747.32
2025-11-25,C056,C056_AG3,1918,44,4,619.44
2025-11-26,C056,C056_AG3,1954,53,8,975.65
2025-11-27,C056,C056_AG3,1747,68,6,683.08
2025-11-28,C056,C056_AG3,1725,136,33,1916.49
2025-11-29,C056,C056_AG3,1776,60,10,606.19
2025-11-30,C056,C056_AG3,1876,42,2,297.27
2025-12-01,C056,C056_AG3,2374,70,15,1378.54
2025-12-02,C056,C056_AG3,2168,43,3,717.72
2025-12-03,C056,C056_AG3,1911,88,13,601.77
2025-12-04,C056,C056_AG3,2142,123,22,896.47
2025-12-05,C056,C056_AG3,1603,80,11,841.1
2025-12-06,C056,C056_AG3,2034,158,36,1386.2
2025-12-07,C056,C056_AG3,2208,55,13,467.83
2025-12-08,C056,C056_AG3,1708,112,13,1812.2
2025-12-09,C056,C056_AG3,1824,77,14,1299.9
2025-12-10,C056,C056_AG3,2051,129,23,819.57
2025-12-11,C056,C056_AG3,1754,86,4,709.87
2025-12-12,C056,C056_AG3,2076,114,9,1154.64
2025-12-13,C056,C056_AG3,2244,78,17,1077.06
2025-12-14,C056,C056_AG3,1703,114,15,1302.28
2025-12-15,C056,C056_AG3,1753,100,21,806.38
2025-12-16,C056,C056_AG3,2197,54,4,478.47
2025-12-17,C056,C056_AG3,1946,100,7,825.85
2025-12-18,C056,C056_AG3,2329,165,17,1424.32
2025-12-19,C056,C056_AG3,1753,98,14,941.03
2025-12-20,C056,C056_AG3,2138,132,16,1771.89
2025-12-21,C056,C056_AG3,2171,147,29,2815.18
2025-12-22,C056,C056_AG3,2040,126,9,1465.27
2025-12-23,C056,C056_AG3,1959,100,18,536.79
2025-12-24,C056,C056_AG3,1803,50,4,468.79
2025-12-25,C056,C056_AG3,1767,118,19,1301.41
2025-12-26,C056,C056_AG3,1783,57,11,653.55
2025-12-27,C056,C056_AG3,1989,43,2,603.74
2025-12-28,C056,C056_AG3,1876,45,4,439.25
2025-12-29,C056,C056_AG3,2134,142,31,1253.41
2025-12-30,C056,C056_AG3,1673,114,13,669.56
2025-12-31,C056,C056_AG3,689,41,5,530.79
2026-01-01,C056,C056_AG3,2163,128,18,2291.17
2026-01-02,C056,C056_AG3,2315,137,12,1958.61
2026-01-03,C056,C056_AG3,1590,99,21,1496.62
2026-01-04,C056,C056_AG3,1686,67,16,1043.31
2026-01-05,C056,C056_AG3,1737,54,11,1028.76
2026-01-06,C056,C056_AG3,1825,134,29,1490.94
2026-01-07,C056,C056_AG3,1806,76,18,655.74
2026-01-08,C056,C056_AG3,1946,105,13,808.03
2026-01-09,C056,C056_AG3,2030,89,16,593.76
2026-01-10,C056,C056_AG3,1711,73,10,1093.77
2026-01-11,C056,C056_AG3,1739,108,7,721.2
2026-01-12,C056,C056_AG3,2212,125,17,1538.45
2026-01-13,C056,C056_AG3,1607,48,3,257.27
2026-01-14,C056,C056_AG3,1884,115,7,1695.64
2026-01-15,C056,C056_AG3,1611,115,12,1320.46
2026-01-16,C056,C056_AG3,666,28,4,190.35
2026-01-17,C056,C056_AG3,1648,47,8,349.39
2026-01-18,C056,C056_AG3,1851,103,8,853.55
2026-01-19,C056,C056_AG3,2326,109,22,1453.89
2026-01-20,C056,C056_AG3,2112,88,6,1721.31
2026-01-21,C056,C056_AG3,1945,48,6,848.74
2026-01-22,C056,C056_AG3,1684,106,19,1904.2
2026-01-23,C056,C056_AG3,1686,89,19,589.36
2026-01-24,C056,C056_AG3,1714,120,21,2272.06
2026-01-25,C056,C056_AG3,1879,44,8,866.45
2026-01-26,C056,C056_AG3,1748,64,10,446.21
2026-01-27,C056,C056_AG3,2189,68,8,1155.83
2026-01-28,C056,C056_AG3,541,38,4,406.34
2026-01-29,C056,C056_AG3,1758,108,8,1137.36
2026-01-30,C056,C056_AG3,1972,89,7,571.8
2026-01-31,C056,C056_AG3,1977,86,21,1354.45
2026-02-01,C056,C056_AG3,2288,77,16,1113.75
2026-02-02,C056,C056_AG3,1633,62,11,506.67
2026-02-03,C056,C056_AG3,681,22,2,307.41
2026-02-04,C056,C056_AG3,2205,116,20,1181.69
2026-02-05,C056,C056_AG3,2051,84,18,1365.77
2026-02-06,C056,C056_AG3,2169,150,9,2981.54
2026-02-07,C056,C056_AG3,1734,54,9,439.44
2025-10-11,C056,C056_AG4,934,33,4,441.1
2025-10-12,C056,C056_AG4,904,35,3,672.07
2025-10-13,C056,C056_AG4,697,48,9,811.34
2025-10-14,C056,C056_AG4,660,31,6,251.08
2025-10-15,C056,C056_AG4,835,61,11,645.27
2025-10-16,C056,C056_AG4,769,57,3,1071.62
2025-10-17,C056,C056_AG4,281,17,3,187.45
2025-10-18,C056,C056_AG4,737,50,6,282.77
2025-10-19,C056,C056_AG4,275,11,1,93.26
2025-10-20,C056,C056_AG4,667,23,4,421.14
2025-10-21,C056,C056_AG4,691,33,7,234.82
2025-10-22,C056,C056_AG4,827,65,4,853.44
2025-10-23,C056,C056_AG4,857,52,10,962.38
2025-10-24,C056,C056_AG4,722,21,4,119.08
2025-10-25,C056,C056_AG4,844,65,13,720.82
2025-10-26,C056,C056_AG4,928,20,3,142.35
2025-10-27,C056,C056_AG4,658,28,5,282.6
2025-10-28,C056,C056_AG4,944,74,12,404.5
2025-10-29,C056,C056_AG4,881,43,5,333.93
2025-10-30,C056,C056_AG4,941,19,4,207.18
2025-10-31,C056,C056_AG4,713,25,1,165.93
2025-11-01,C056,C056_AG4,912,26,5,372.12
2025-11-02,C056,C056_AG4,892,48,10,323.57
2025-11-03,C056,C056_AG4,809,22,2,398.73
2025-11-04,C056,C056_AG4,219,8,1,103.15
2025-11-05,C056,C056_AG4,857,23,2,283.57
2025-11-06,C056,C056_AG4,785,18,3,146.49
2025-11-07,C056,C056_AG4,218,9,2,93.89
2025-11-08,C056,C056_AG4,915,38,4,503.81
2025-11-09,C056,C056_AG4,712,22,4,116.47
2025-11-10,C056,C056_AG4,683,26,5,434.64
2025-11-11,C056,C056_AG4,908,64,9,1109.88
2025-11-12,C056,C056_AG4,672,19,4,269.77
2025-11-13,C056,C056_AG4,830,19,1,203.85
2025-11-14,C056,C056_AG4,920,57,9,569.86
2025-11-15,C056,C056_AG4,700,28,5,165.81
2025-11-16,C056,C056_AG4,736,33,6,326.31
2025-11-17,C056,C056_AG4,718,16,3,260.55
2025-11-18,C056,C056_AG4,808,40,2,299.46
2025-11-19,C056,C056_AG4,229,14,2,227.53
2025-11-20,C056,C056_AG4,727,20,1,229.03
2025-11-21,C056,C056_AG4,699,15,3,102.57
2025-11-22,C056,C056_AG4,774,42,5,494.64
2025-11-23,C056,C056_AG4,932,22,3,337.54
2025-11-24,C056,C056_AG4,737,55,12,820.06
2025-11-25,C056,C056_AG4,824,49,4,684.62
2025-11-26,C056,C056_AG4,887,26,3,454.41
2025-11-27,C056,C056_AG4,254,9,2,100.32
2025-11-28,C056,C056_AG4,212,6,1,51.18
2025-11-29,C056,C056_AG4,889,26,2,213.89
2025-11-30,C056,C056_AG4,920,45,4,485.23
2025-12-01,C056,C056_AG4,921,48,4,556.52
2025-12-02,C056,C056_AG4,930,66,8,476.29
2025-12-03,C056,C056_AG4,850,40,9,698.14
2025-12-04,C056,C056_AG4,971,44,3,874.37
2025-12-05,C056,C056_AG4,753,21,4,418.72
2025-12-06,C056,C056_AG4,966,45,2,431.49
2025-12-07,C056,C056_AG4,849,61,8,1011.45
2025-12-08,C056,C056_AG4,903,48,8,877.0
2025-12-09,C056,C056_AG4,666,33,7,285.24
2025-12-10,C056,C056_AG4,867,59,7,993.91
2025-12-11,C056,C056_AG4,808,41,9,258.44
2025-12-12,C056,C056_AG4,726,22,1,313.69
2025-12-13,C056,C056_AG4,869,51,3,785.27
2025-12-14,C056,C056_AG4,922,64,4,555.63
2025-12-15,C056,C056_AG4,233,12,2,197.49
2025-12-16,C056,C056_AG4,936,41,9,220.02
2025-12-17,C056,C056_AG4,738,18,1,109.75
2025-12-18,C056,C056_AG4,775,51,4,610.42
2025-12-19,C056,C056_AG4,894,28,6,253.49
2025-12-20,C056,C056_AG4,691,48,4,809.45
2025-12-21,C056,C056_AG4,918,64,13,405.89
2025-12-22,C056,C056_AG4,977,35,7,182.82
2025-12-23,C056,C056_AG4,711,42,5,278.93
2025-12-24,C056,C056_AG4,940,60,9,338.52
2025-12-25,C056,C056_AG4,725,16,1,136.87
2025-12-26,C056,C056_AG4,791,44,3,824.75
2025-12-27,C056,C056_AG4,731,28,6,208.33
2025-12-28,C056,C056_AG4,938,42,9,448.09
2025-12-29,C056,C056_AG4,698,45,8,701.0
2025-12-30,C056,C056_AG4,865,45,4,315.22
2025-12-31,C056,C056_AG4,945,34,7,496.78
2026-01-01,C056,C056_AG4,848,28,6,554.06
2026-01-02,C056,C056_AG4,769,37,6,469.01
2026-01-03,C056,C056_AG4,946,51,2,760.14
2026-01-04,C056,C056_AG4,721,53,4,554.33
2026-01-05,C056,C056_AG4,894,34,2,627.01
2026-01-06,C056,C056_AG4,790,44,6,536.47
2026-01-07,C056,C056_AG4,710,21,1,155.3
2026-01-08,C056,C056_AG4,283,20,1,196.02
2026-01-09,C056,C056_AG4,868,37,9,550.49
2026-01-10,C056,C056_AG4,934,23,4,164.3
2026-01-11,C056,C056_AG4,781,31,2,570.78
2026-01-12,C056,C056_AG4,756,43,5,472.83
2026-01-13,C056,C056_AG4,662,23,2,225.66
2026-01-14,C056,C056_AG4,798,17,0,259.08
2026-01-15,C056,C056_AG4,959,62,9,569.49
2026-01-16,C056,C056_AG4,809,39,4,747.06
2026-01-17,C056,C056_AG4,719,54,3,385.26
2026-01-18,C056,C056_AG4,658,31,3,330.57
2026-01-19,C056,C056_AG4,794,24,2,438.06
2026-01-20,C056,C056_AG4,813,31,4,613.59
2026-01-21,C056,C056_AG4,289,12,0,108.66
2026-01-22,C056,C056_AG4,798,33,2,595.12
2026-01-23,C056,C056_AG4,709,18,4,255.86
2026-01-24,C056,C056_AG4,762,31,4,181.31
2026-01-25,C056,C056_AG4,669,15,3,299.86
2026-01-26,C056,C056_AG4,918,24,2,217.08
2026-01-27,C056,C056_AG4,700,55,7,769.92
2026-01-28,C056,C056_AG4,772,26,4,498.5
2026-01-29,C056,C056_AG4,888,60,11,350.69
2026-01-30,C056,C056_AG4,661,39,2,460.81
2026-01-31,C056,C056_AG4,733,18,3,98.84
2026-02-01,C056,C056_AG4,945,43,8,315.97
2026-02-02,C056,C056_AG4,202,8,1,83.82
2026-02-03,C056,C056_AG4,825,17,3,313.85
2026-02-04,C056,C056_AG4,905,23,1,152.29
2026-02-05,C056,C056_AG4,661,17,1,172.97
2026-02-06,C056,C056_AG4,908,66,7,1313.97
2026-02-07,C056,C056_AG4,786,56,4,743.9
2025-10-11,C056,C056_AG5,1505,85,11,990.36
2025-10-12,C056,C056_AG5,1080,73,16,931.88
2025-10-13,C056,C056_AG5,1328,47,10,522.96
2025-10-14,C056,C056_AG5,1507,70,13,1080.77
2025-10-15,C056,C056_AG5,1376,59,13,580.36
2025-10-16,C056,C056_AG5,1377,106,13,1406.55
2025-10-17,C056,C056_AG5,1420,77,7,1332.03
2025-10-18,C056,C056_AG5,1235,44,9,647.85
2025-10-19,C056,C056_AG5,1399,71,8,1079.52
2025-10-20,C056,C056_AG5,1115,40,6,755.83
2025-10-21,C056,C056_AG5,1310,81,12,1016.71
2025-10-22,C056,C056_AG5,1358,76,9,1122.81
2025-10-23,C056,C056_AG5,1282,75,10,829.83
2025-10-24,C056,C056_AG5,1201,46,7,535.16
2025-10-25,C056,C056_AG5,1395,108,22,1420.83
2025-10-26,C056,C056_AG5,1466,33,2,403.26
2025-10-27,C056,C056_AG5,1525,118,24,676.36
2025-10-28,C056,C056_AG5,1205,93,13,1453.47
2025-10-29,C056,C056_AG5,1209,95,15,958.19
2025-10-30,C056,C056_AG5,1315,60,6,628.36
2025-10-31,C056,C056_AG5,1112,83,9,1559.0
2025-11-01,C056,C056_AG5,1056,33,2,479.99
2025-11-02,C056,C056_AG5,1069,74,18,703.29
2025-11-03,C056,C056_AG5,1213,76,12,825.63
2025-11-04,C056,C056_AG5,313,23,2,414.21
2025-11-05,C056,C056_AG5,1297,68,8,940.17
2025-11-06,C056,C056_AG5,1350,87,6,670.54
2025-11-07,C056,C056_AG5,1183,48,6,575.13
2025-11-08,C056,C056_AG5,1481,79,12,1527.62
2025-11-09,C056,C056_AG5,1376,58,14,1024.82
2025-11-10,C056,C056_AG5,1480,108,26,916.66
2025-11-11,C056,C056_AG5,405,13,2,103.69
2025-11-12,C056,C056_AG5,1233,32,7,317.57
2025-11-13,C056,C056_AG5,1470,62,12,644.2
2025-11-14,C056,C056_AG5,1090,44,7,546.24
2025-11-15,C056,C056_AG5,1382,46,3,274.49
2025-11-16,C056,C056_AG5,1344,31,4,577.6
2025-11-17,C056,C056_AG5,1113,73,15,937.44
2025-11-18,C056,C056_AG5,1288,77,4,587.73
2025-11-19,C056,C056_AG5,1542,109,11,1087.34
2025-11-20,C056,C056_AG5,1201,68,15,942.37
2025-11-21,C056,C056_AG5,1121,25,4,369.18
2025-11-22,C056,C056_AG5,1358,63,7,1219.37
2025-11-23,C056,C056_AG5,389,16,0,199.99
2025-11-24,C056,C056_AG5,416,13,1,241.7
2025-11-25,C056,C056_AG5,1476,96,21,594.89
2025-11-26,C056,C056_AG5,1164,57,4,331.27
2025-11-27,C056,C056_AG5,1542,94,15,1309.89
2025-11-28,C056,C056_AG5,1418,64,5,736.17
2025-11-29,C056,C056_AG5,1526,59,14,661.68
2025-11-30,C056,C056_AG5,1097,53,6,846.55
2025-12-01,C056,C056_AG5,1351,79,9,1117.07
2025-12-02,C056,C056_AG5,1087,78,12,599.64
2025-12-03,C056,C056_AG5,1469,53,11,338.67
2025-12-04,C056,C056_AG5,1369,41,4,354.54
2025-12-05,C056,C056_AG5,1460,58,7,1134.84
2025-12-06,C056,C056_AG5,1549,99,23,1287.04
2025-12-07,C056,C056_AG5,1330,97,19,526.05
2025-12-08,C056,C056_AG5,1100,69,3,847.16
2025-12-09,C056,C056_AG5,1119,77,18,894.29
2025-12-10,C056,C056_AG5,1107,81,5,654.28
2025-12-11,C056,C056_AG5,1116,43,3,253.83
2025-12-12,C056,C056_AG5,1117,68,12,1020.22
2025-12-13,C056,C056_AG5,1128,68,16,548.13
2025-12-14,C056,C056_AG5,1460,64,7,1263.33
2025-12-15,C056,C056_AG5,1396,48,3,861.16
2025-12-16,C056,C056_AG5,1083,66,6,1003.85
2025-12-17,C056,C056_AG5,1077,68,13,975.56
2025-12-18,C056,C056_AG5,1447,106,23,736.26
2025-12-19,C056,C056_AG5,1429,62,10,601.3
2025-12-20,C056,C056_AG5,1224,82,13,997.67
2025-12-21,C056,C056_AG5,1394,109,13,814.5
2025-12-22,C056,C056_AG5,1393,62,9,1143.38
2025-12-23,C056,C056_AG5,1145,74,10,918.99
2025-12-24,C056,C056_AG5,1433,100,9,1435.48
2025-12-25,C056,C056_AG5,1258,29,1,575.02
2025-12-26,C056,C056_AG5,1081,70,5,786.8
2025-12-27,C056,C056_AG5,1206,51,6,793.19
2025-12-28,C056,C056_AG5,1551,63,14,1107.49
2025-12-29,C056,C056_AG5,443,35,5,652.75
2025-12-30,C056,C056_AG5,1420,106,9,1481.26
2025-12-31,C056,C056_AG5,1429,114,22,2254.89
2026-01-01,C056,C056_AG5,1445,57,6,755.32
2026-01-02,C056,C056_AG5,1173,92,20,729.82
2026-01-03,C056,C056_AG5,1522,61,7,785.96
2026-01-04,C056,C056_AG5,1330,97,21,983.32
2026-01-05,C056,C056_AG5,1377,38,5,326.86
2026-01-06,C056,C056_AG5,1165,49,11,962.69
2026-01-07,C056,C056_AG5,436,24,1,144.92
2026-01-08,C056,C056_AG5,1546,50,3,540.12
2026-01-09,C056,C056_AG5,1102,63,3,362.66
2026-01-10,C056,C056_AG5,1235,72,12,1356.09
2026-01-11,C056,C056_AG5,1458,50,2,871.28
2026-01-12,C056,C056_AG5,1301,55,6,987.81
2026-01-13,C056,C056_AG5,1478,78,13,1456.13
2026-01-14,C056,C056_AG5,1416,40,6,473.12
2026-01-15,C056,C056_AG5,1094,29,5,526.74
2026-01-16,C056,C056_AG5,1548,108,14,1961.23
2026-01-17,C056,C056_AG5,1277,60,14,929.43
2026-01-18,C056,C056_AG5,1189,89,8,1281.11
2026-01-19,C056,C056_AG5,1311,58,4,434.05
2026-01-20,C056,C056_AG5,1104,49,9,558.35
2026-01-21,C056,C056_AG5,1069,21,2,335.03
2026-01-22,C056,C056_AG5,1532,87,11,750.48
2026-01-23,C056,C056_AG5,1435,29,2,313.9
2026-01-24,C056,C056_AG5,1075,36,2,571.84
2026-01-25,C056,C056_AG5,1044,41,3,809.72
2026-01-26,C056,C056_AG5,1363,61,3,622.95
2026-01-27,C056,C056_AG5,1272,76,12,1449.91
2026-01-28,C056,C056_AG5,1485,55,9,1037.62
2026-01-29,C056,C056_AG5,1223,25,1,289.35
2026-01-30,C056,C056_AG5,1512,88,6,1508.29
2026-01-31,C056,C056_AG5,1065,71,13,1081.7
2026-02-01,C056,C056_AG5,1259,51,7,637.67
2026-02-02,C056,C056_AG5,1432,114,25,1994.21
2026-02-03,C056,C056_AG5,1109,61,10,766.51
2026-02-04,C056,C056_AG5,1515,45,9,396.75
2026-02-05,C056,C056_AG5,1334,56,7,449.04
2026-02-06,C056,C056_AG5,1183,94,8,1655.02
2026-02-07,C056,C056_AG5,1425,98,12,1661.22
2025-10-11,C056,C056_AG6,1247,93,15,742.04
2025-10-12,C056,C056_AG6,1363,51,5,948.5
2025-10-13,C056,C056_AG6,1091,37,8,410.64
2025-10-14,C056,C056_AG6,1077,33,4,421.15
2025-10-15,C056,C056_AG6,1126,60,3,768.97
2025-10-16,C056,C056_AG6,1003,55,10,640.78
2025-10-17,C056,C056_AG6,1091,24,5,399.8
2025-10-18,C056,C056_AG6,1319,56,9,627.02
2025-10-19,C056,C056_AG6,975,54,8,655.94
2025-10-20,C056,C056_AG6,1242,33,8,268.03
2025-10-21,C056,C056_AG6,1266,36,8,455.74
2025-10-22,C056,C056_AG6,1365,47,6,744.76
2025-10-23,C056,C056_AG6,1000,61,13,711.71
2025-10-24,C056,C056_AG6,1352,50,5,576.26
2025-10-25,C056,C056_AG6,394,26,1,479.98
2025-10-26,C056,C056_AG6,1255,88,13,1584.18
2025-10-27,C056,C056_AG6,943,65,12,555.3
2025-10-28,C056,C056_AG6,1242,85,15,775.94
2025-10-29,C056,C056_AG6,1222,83,13,940.1
2025-10-30,C056,C056_AG6,1272,94,14,779.29
2025-10-31,C056,C056_AG6,1026,62,5,1111.09
2025-11-01,C056,C056_AG6,1017,21,3,141.08
2025-11-02,C056,C056_AG6,1097,38,6,688.93
2025-11-03,C056,C056_AG6,1212,69,4,546.23
2025-11-04,C056,C056_AG6,1349,81,14,529.77
2025-11-05,C056,C056_AG6,1240,77,18,1379.4
2025-11-06,C056,C056_AG6,1194,53,7,742.88
2025-11-07,C056,C056_AG6,1131,64,10,1187.73
2025-11-08,C056,C056_AG6,1058,45,4,815.6
2025-11-09,C056,C056_AG6,1128,32,7,602.47
2025-11-10,C056,C056_AG6,366,10,2,166.5
2025-11-11,C056,C056_AG6,967,70,9,693.92
2025-11-12,C056,C056_AG6,287,6,0,68.98
2025-11-13,C056,C056_AG6,1198,90,16,505.92
2025-11-14,C056,C056_AG6,1352,28,4,273.63
2025-11-15,C056,C056_AG6,986,27,3,218.05
2025-11-16,C056,C056_AG6,1106,46,8,544.65
2025-11-17,C056,C056_AG6,987,36,7,277.76
2025-11-18,C056,C056_AG6,997,28,6,391.3
2025-11-19,C056,C056_AG6,1284,30,4,435.73
2025-11-20,C056,C056_AG6,1313,54,5,348.82
2025-11-21,C056,C056_AG6,962,37,4,453.12
2025-11-22,C056,C056_AG6,385,9,1,152.17
2025-11-23,C056,C056_AG6,1166,82,4,686.12
2025-11-24,C056,C056_AG6,1396,65,11,902.85
2025-11-25,C056,C056_AG6,1336,93,18,1319.71
2025-11-26,C056,C056_AG6,1014,35,7,270.91
2025-11-27,C056,C056_AG6,993,50,5,706.29
2025-11-28,C056,C056_AG6,1014,37,5,423.84
2025-11-29,C056,C056_AG6,1363,105,22,1157.71
2025-11-30,C056,C056_AG6,965,60,7,844.5
2025-12-01,C056,C056_AG6,966,35,3,410.76
2025-12-02,C056,C056_AG6,1365,54,6,503.65
2025-12-03,C056,C056_AG6,1155,51,10,824.81
2025-12-04,C056,C056_AG6,1122,74,8,425.61
2025-12-05,C056,C056_AG6,1045,78,11,1317.46
2025-12-06,C056,C056_AG6,981,77,17,1129.34
2025-12-07,C056,C056_AG6,1193,47,9,586.71
2025-12-08,C056,C056_AG6,997,40,7,603.86
